#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
785,784,1.041522,50,33,4.9,4,10.0,80,6.0,30.06,0
786,785,0.730104,50,33,4.9,3,10.0,86,9.0,30.07,0
787,786,0.418685,50,33,4.9,3,9.0,86,3.0,30.05,90
788,787,0.107266,50,33,4.9,3,9.0,77,8.0,30.10,3336
789,788,0.204152,50,33,4.9,1,10.0,77,9.0,30.07,15878
790,789,0.515571,50,33,4.9,2,10.0,71,0.0,30.07,5654
791,790,0.826990,50,33,4.9,1,10.0,74,0.0,30.08,0
792,791,1.138408,50,33,4.9,0,10.0,86,3.0,30.09,0
793,792,1.043328,49,19,6.4,0,10.0,89,3.0,30.11,0
794,793,0.731369,49,19,6.4,1,10.0,93,3.0,30.16,0
795,794,0.419411,49,19,6.4,1,10.0,57,7.0,30.23,108
796,795,0.107452,49,19,6.4,1,10.0,49,6.0,30.27,13962
797,796,0.204506,49,19,6.4,1,10.0,55,7.0,30.23,21545
798,797,0.516464,49,19,6.4,1,10.0,67,11.0,30.26,5580
799,798,0.828423,49,19,6.4,0,10.0,69,6.0,30.31,0
800,799,1.140381,49,19,6.4,0,10.0,80,0.0,30.35,0
801,800,1.046875,51,19,4.0,0,9.0,89,6.0,30.36,0
802,801,0.734375,51,19,4.0,0,9.0,86,6.0,30.35,0
803,802,0.421875,51,19,4.0,0,6.0,80,10.0,30.36,98
804,803,0.109375,51,19,4.0,0,5.0,74,3.0,30.40,13185
805,804,0.203125,51,19,4.0,0,8.0,51,3.0,30.32,20658
806,805,0.515625,51,19,4.0,1,9.0,78,6.0,30.26,5430
807,806,0.828125,51,19,4.0,0,10.0,69,3.0,30.25,0
808,807,1.140625,51,19,4.0,1,10.0,74,3.0,30.27,0
809,808,1.046875,50,29,4.9,0,10.0,80,0.0,30.22,0
810,809,0.734375,50,29,4.9,1,10.0,83,0.0,30.18,0
811,810,0.421875,50,29,4.9,1,10.0,83,9.0,30.18,25
812,811,0.109375,50,29,4.9,3,8.0,72,0.0,30.18,12722
813,812,0.203125,50,29,4.9,3,9.0,67,5.0,30.10,17127
814,813,0.515625,50,29,4.9,3,6.0,78,0.0,30.04,4287
815,814,0.828125,50,29,4.9,1,10.0,75,13.0,29.99,0
816,815,1.140625,50,29,4.9,2,9.0,90,11.0,30.00,0
817,816,1.050435,53,27,9.4,4,8.0,90,8.0,29.97,0
818,817,0.737391,53,27,9.4,4,10.0,86,0.0,29.94,0
819,818,0.424348,53,27,9.4,2,6.0,89,3.0,29.95,101
820,819,0.111304,53,27,9.4,1,4.0,80,0.0,29.97,12297
821,820,0.201739,53,27,9.4,3,9.0,67,8.0,29.90,15931
822,821,0.514783,53,27,9.4,4,9.0,83,14.0,29.88,2812
823,822,0.827826,53,27,9.4,4,10.0,80,29.0,29.86,0
824,823,1.140870,53,27,9.4,4,10.0,90,7.0,29.85,0
825,824,1.050435,49,29,15.9,3,10.0,72,22.0,29.84,0
826,825,0.737391,49,29,15.9,4,9.0,69,22.0,29.85,0
827,826,0.424348,49,29,15.9,2,10.0,66,14.0,29.89,75
828,827,0.111304,49,29,15.9,2,10.0,57,15.0,29.92,12944
829,828,0.201739,49,29,15.9,3,10.0,51,20.0,29.87,17309
830,829,0.514783,49,29,15.9,2,10.0,61,16.0,29.85,3618
831,830,0.827826,49,29,15.9,2,10.0,66,20.0,29.89,0
832,831,1.140870,49,29,15.9,3,10.0,63,10.0,29.92,0
833,832,1.054007,45,19,7.8,2,10.0,68,8.0,29.91,0
834,833,0.740418,45,19,7.8,2,10.0,76,6.0,29.93,0
835,834,0.426829,45,19,7.8,3,10.0,83,7.0,29.95,0
836,835,0.113240,45,19,7.8,4,10.0,74,13.0,29.95,738
837,836,0.200348,45,19,7.8,4,10.0,80,6.0,29.89,4194
838,837,0.513937,45,19,7.8,4,4.0,86,0.0,29.83,223
839,838,0.827526,45,19,7.8,4,9.0,93,8.0,29.79,0
840,839,1.141115,45,19,7.8,3,10.0,89,10.0,29.77,0
841,840,1.054007,46,21,8.9,3,10.0,93,8.0,29.75,0
842,841,0.740418,46,21,8.9,3,10.0,83,7.0,29.75,0
843,842,0.426829,46,21,8.9,4,9.0,80,8.0,29.76,0
844,843,0.113240,46,21,8.9,3,9.0,77,9.0,29.81,10192
845,844,0.200348,46,21,8.9,2,10.0,66,16.0,29.79,13049
846,845,0.513937,46,21,8.9,3,10.0,61,15.0,29.79,198
847,846,0.827526,46,21,8.9,3,10.0,93,8.0,29.82,0
848,847,1.141115,46,21,8.9,2,10.0,89,5.0,29.87,0
849,848,1.057592,43,19,9.3,3,10.0,76,3.0,29.89,0
850,849,0.743455,43,19,9.3,3,10.0,93,3.0,29.90,0
851,850,0.429319,43,19,9.3,4,4.0,93,9.0,29.93,0
852,851,0.115183,43,19,9.3,3,10.0,86,10.0,29.99,4935
853,852,0.198953,43,19,9.3,3,10.0,74,7.0,29.97,8729
854,853,0.513089,43,19,9.3,3,10.0,83,20.0,29.99,1599
855,854,0.827225,43,19,9.3,3,10.0,83,16.0,30.02,0
856,855,1.141361,43,19,9.3,2,10.0,83,6.0,30.03,0
857,856,1.057592,43,29,8.4,1,10.0,63,10.0,30.04,0
858,857,0.743455,43,29,8.4,1,10.0,58,9.0,30.05,0
859,858,0.429319,43,29,8.4,1,10.0,73,0.0,30.05,0
860,859,0.115183,43,29,8.4,0,10.0,60,3.0,30.04,13602
861,860,0.198953,43,29,8.4,1,10.0,44,5.0,29.96,22524
862,861,0.513089,43,29,8.4,1,10.0,59,14.0,29.91,6311
863,862,0.827225,43,29,8.4,0,10.0,71,10.0,29.91,0
864,863,1.141361,43,29,8.4,0,10.0,68,14.0,29.92,0
865,864,1.059337,47,20,8.7,0,10.0,63,7.0,29.92,0
866,865,0.745201,47,20,8.7,0,10.0,65,6.0,29.97,0
867,866,0.431065,47,20,8.7,1,10.0,77,7.0,30.05,37
868,867,0.116928,47,20,8.7,2,10.0,80,6.0,30.12,8699
869,868,0.197208,47,20,8.7,3,10.0,74,8.0,30.13,10968
870,869,0.511344,47,20,8.7,4,10.0,69,11.0,30.14,3407
871,870,0.825480,47,20,8.7,3,10.0,74,9.0,30.17,0
872,871,1.139616,47,20,8.7,3,10.0,80,14.0,30.22,0
873,872,1.059337,49,26,9.2,3,10.0,80,14.0,30.23,0
874,873,0.745201,49,26,9.2,4,10.0,86,11.0,30.23,0
875,874,0.431065,49,26,9.2,4,10.0,96,0.0,30.27,0
876,875,0.116928,49,26,9.2,3,9.0,80,8.0,30.32,7715
877,876,0.197208,49,26,9.2,2,10.0,59,14.0,30.30,18824
878,877,0.511344,49,26,9.2,2,10.0,59,16.0,30.31,5367
879,878,0.825480,49,26,9.2,1,10.0,71,10.0,30.34,0
880,879,1.139616,49,26,9.2,1,10.0,77,9.0,30.36,0
881,880,1.061082,43,29,2.3,1,10.0,73,6.0,30.37,0
882,881,0.746946,43,29,2.3,0,10.0,82,5.0,30.35,0
883,882,0.432810,43,29,2.3,1,10.0,82,0.0,30.36,91
884,883,0.118674,43,29,2.3,2,10.0,74,0.0,30.40,12388
885,884,0.195462,43,29,2.3,2,10.0,61,0.0,30.33,20205
886,885,0.509599,43,29,2.3,3,10.0,61,0.0,30.29,5310
887,886,0.823735,43,29,2.3,3,10.0,63,3.0,30.27,0
888,887,1.137871,43,29,2.3,2,10.0,63,5.0,30.27,0
889,888,1.061082,49,19,5.1,3,10.0,68,3.0,30.24,0
890,889,0.746946,49,19,5.1,3,10.0,77,3.0,30.22,0
891,890,0.432810,49,19,5.1,4,10.0,74,0.0,30.19,104
892,891,0.118674,49,19,5.1,4,10.0,71,0.0,30.19,881
893,892,0.195462,49,19,5.1,4,8.0,86,6.0,30.07,2223
894,893,0.509599,49,19,5.1,4,5.0,86,10.0,29.99,612
895,894,0.823735,49,19,5.1,4,4.0,100,10.0,29.90,0
896,895,1.137871,49,19,5.1,4,10.0,96,10.0,29.87,0
897,896,1.062827,48,26,8.9,2,10.0,83,7.0,29.83,0
898,897,0.748691,48,26,8.9,3,10.0,89,3.0,29.86,0
899,898,0.434555,48,26,8.9,1,10.0,89,0.0,29.89,0
900,899,0.120419,48,26,8.9,1,10.0,69,9.0,29.91,13034
901,900,0.193717,48,26,8.9,3,10.0,71,11.0,29.89,10962
902,901,0.507853,48,26,8.9,3,10.0,71,11.0,29.88,2553
903,902,0.821990,48,26,8.9,2,10.0,80,7.0,29.89,0
904,903,1.136126,48,26,8.9,3,9.0,77,14.0,29.92,0
905,904,1.062827,47,19,3.6,3,10.0,86,0.0,29.90,0
906,905,0.748691,47,19,3.6,4,10.0,93,5.0,29.91,0
907,906,0.434555,47,19,3.6,2,10.0,83,0.0,29.93,0
908,907,0.120419,47,19,3.6,3,10.0,77,0.0,29.96,8491
909,908,0.193717,47,19,3.6,3,10.0,77,8.0,29.93,12958
910,909,0.507853,47,19,3.6,3,10.0,69,5.0,29.90,6769
911,910,0.821990,47,19,3.6,4,10.0,71,3.0,29.89,0
912,911,1.136126,47,19,3.6,4,10.0,77,6.0,29.89,0
913,912,1.064572,51,19,10.4,4,10.0,83,9.0,29.88,0
914,913,0.750436,51,19,10.4,4,8.0,83,6.0,29.84,0
915,914,0.436300,51,19,10.4,4,10.0,83,5.0,29.82,0
916,915,0.122164,51,19,10.4,4,10.0,80,7.0,29.84,2014
917,916,0.191972,51,19,10.4,4,10.0,77,10.0,29.81,1672
918,917,0.506108,51,19,10.4,4,10.0,72,10.0,29.78,212
919,918,0.820244,51,19,10.4,4,10.0,77,6.0,29.77,0
920,919,1.134380,51,19,10.4,4,10.0,75,22.0,29.72,0
921,920,1.062718,47,28,21.1,4,10.0,86,30.0,29.65,0
922,921,0.749129,47,28,21.1,4,8.0,90,15.0,29.64,0
923,922,0.435540,47,28,21.1,4,10.0,93,24.0,29.67,0
924,923,0.121951,47,28,21.1,3,6.0,96,25.0,29.79,7417
925,924,0.191638,47,28,21.1,2,10.0,57,28.0,29.81,20992
926,925,0.505226,47,28,21.1,2,10.0,68,26.0,29.86,5808
927,926,0.818815,47,28,21.1,1,10.0,68,20.0,29.91,0
928,927,1.132404,47,28,21.1,1,10.0,66,16.0,29.98,0
929,928,1.064460,47,29,4.9,0,10.0,71,10.0,30.04,0
930,929,0.750871,47,29,4.9,0,10.0,71,9.0,30.09,0
931,930,0.437282,47,29,4.9,0,10.0,74,8.0,30.17,0
932,931,0.123693,47,29,4.9,1,10.0,68,0.0,30.25,13246
933,932,0.189895,47,29,4.9,1,10.0,54,5.0,30.24,22387
934,933,0.503484,47,29,4.9,2,10.0,52,0.0,30.26,6491
935,934,0.817073,47,29,4.9,3,10.0,71,8.0,30.29,0
936,935,1.130662,47,29,4.9,3,10.0,74,0.0,30.32,0
937,936,1.064460,45,19,1.3,1,10.0,83,0.0,30.32,0
938,937,0.750871,45,19,1.3,2,10.0,89,0.0,30.34,0
939,938,0.437282,45,19,1.3,2,10.0,93,0.0,30.37,0
940,939,0.123693,45,19,1.3,2,10.0,80,3.0,30.42,6570
941,940,0.189895,45,19,1.3,3,10.0,71,5.0,30.37,13748
942,941,0.503484,45,19,1.3,3,10.0,66,0.0,30.36,1869
943,942,0.817073,45,19,1.3,3,10.0,77,0.0,30.36,0
944,943,1.130662,45,19,1.3,3,10.0,77,0.0,30.39,0
945,944,1.064348,51,19,2.4,4,10.0,86,0.0,30.38,0
946,945,0.751304,51,19,2.4,4,10.0,89,3.0,30.38,0
947,946,0.438261,51,19,2.4,2,10.0,89,0.0,30.37,101
948,947,0.125217,51,19,2.4,3,10.0,86,8.0,30.39,11039
949,948,0.187826,51,19,2.4,3,10.0,80,0.0,30.33,14950
950,949,0.500870,51,19,2.4,3,10.0,67,0.0,30.28,6341
951,950,0.813913,51,19,2.4,2,10.0,80,3.0,30.27,0
952,951,1.126957,51,19,2.4,3,10.0,86,5.0,30.27,0
953,952,1.064348,51,30,3.2,2,10.0,89,3.0,30.26,0
954,953,0.751304,51,30,3.2,3,9.0,93,0.0,30.26,0
955,954,0.438261,51,30,3.2,3,9.0,93,0.0,30.28,0
956,955,0.125217,51,30,3.2,3,6.0,90,5.0,30.30,3729
957,956,0.187826,51,30,3.2,3,6.0,86,3.0,30.25,8365
958,957,0.500870,51,30,3.2,2,10.0,72,0.0,30.22,6822
959,958,0.813913,51,30,3.2,1,10.0,93,8.0,30.20,0
960,959,1.126957,51,30,3.2,1,10.0,90,3.0,30.22,0
961,960,1.066087,50,34,4.6,1,10.00,89,0.0,30.21,0
962,961,0.753043,50,34,4.6,2,6.00,93,5.0,30.21,0
963,962,0.440000,50,34,4.6,3,5.00,96,9.0,30.21,15
964,963,0.126957,50,34,4.6,3,0.75,93,6.0,30.23,12426
965,964,0.186087,50,34,4.6,1,5.00,86,3.0,30.15,22458
966,965,0.499130,50,34,4.6,1,10.00,83,6.0,30.12,7453
967,966,0.812174,50,34,4.6,1,10.00,86,6.0,30.15,0
968,967,1.125217,50,34,4.6,1,10.00,93,7.0,30.19,0
969,968,1.064236,48,30,4.1,3,7.00,96,7.0,30.20,0
970,969,0.751736,48,30,4.1,4,0.50,96,0.0,30.20,0
971,970,0.439236,48,30,4.1,4,0.25,96,5.0,30.22,0
972,971,0.126736,48,30,4.1,4,0.50,96,3.0,30.26,2423
973,972,0.185764,48,30,4.1,1,2.50,96,3.0,30.20,15177
974,973,0.498264,48,30,4.1,3,1.25,96,8.0,30.18,5904
975,974,0.810764,48,30,4.1,4,10.00,93,9.0,30.17,0
976,975,1.123264,48,30,4.1,4,10.00,90,5.0,30.18,0
977,976,1.064125,47,19,3.8,4,10.00,93,8.0,30.17,0
978,977,0.752166,47,19,3.8,4,10.00,89,7.0,30.18,0
979,978,0.440208,47,19,3.8,4,5.00,93,9.0,30.18,0
980,979,0.128250,47,19,3.8,4,4.00,89,5.0,30.21,9650
981,980,0.183709,47,19,3.8,4,6.00,89,0.0,30.14,17059
982,981,0.495667,47,19,3.8,2,7.00,83,6.0,30.09,6573
983,982,0.807626,47,19,3.8,0,4.00,86,5.0,30.08,0
984,983,1.119584,47,19,3.8,4,4.00,89,0.0,30.07,0
985,984,1.062284,51,25,10.3,4,1.50,96,3.0,30.03,0
986,985,0.750865,51,25,10.3,4,1.75,96,9.0,30.02,0
987,986,0.439446,51,25,10.3,4,4.00,96,10.0,29.95,0
988,987,0.128028,51,25,10.3,4,3.00,93,6.0,29.93,998
989,988,0.183391,51,25,10.3,4,5.00,90,14.0,29.91,3831
990,989,0.494810,51,25,10.3,2,10.00,74,16.0,29.92,4368
991,990,0.806228,51,25,10.3,2,10.0,74,14.0,29.95,0
992,991,1.117647,51,25,10.3,2,10.0,83,8.0,30.00,0
993,992,1.060449,44,30,5.2,2,10.0,80,3.0,30.01,0
994,993,0.749568,44,30,5.2,1,10.0,86,6.0,30.04,0
995,994,0.438687,44,30,5.2,1,10.0,86,3.0,30.05,6
996,995,0.127807,44,30,5.2,2,10.0,61,0.0,30.09,10848
997,996,0.183074,44,30,5.2,3,10.0,54,7.0,30.05,20941
998,997,0.493955,44,30,5.2,3,10.0,50,13.0,30.04,7581
999,998,0.804836,44,30,5.2,1,10.0,68,3.0,30.05,0
1000,999,1.115717,44,30,5.2,1,10.0,76,8.0,30.07,0
1001,1000,1.062176,42,27,2.4,0,10.0,76,0.0,30.08,0
1002,1001,0.751295,42,27,2.4,0,10.0,73,0.0,30.10,0
1003,1002,0.440415,42,27,2.4,0,10.0,76,3.0,30.13,13
1004,1003,0.129534,42,27,2.4,2,10.0,71,0.0,30.21,11696
1005,1004,0.181347,42,27,2.4,3,10.0,61,3.0,30.17,20749
1006,1005,0.492228,42,27,2.4,3,10.0,52,0.0,30.17,6851
1007,1006,0.803109,42,27,2.4,3,10.0,68,8.0,30.22,0
1008,1007,1.113990,42,27,2.4,3,10.0,74,0.0,30.24,0
1009,1008,1.062176,46,19,4.2,4,10.0,77,0.0,30.22,0
1010,1009,0.751295,46,19,4.2,4,10.0,74,3.0,30.20,0
1011,1010,0.440415,46,19,4.2,4,10.0,68,0.0,30.20,0
1012,1011,0.129534,46,19,4.2,4,10.0,68,0.0,30.20,1847
1013,1012,0.181347,46,19,4.2,4,1.5,93,0.0,30.16,4988
1014,1013,0.492228,46,19,4.2,4,1.5,96,5.0,30.18,1175
1015,1014,0.803109,46,19,4.2,4,6.0,93,0.0,30.21,0
1016,1015,1.113990,46,19,4.2,3,9.0,86,7.0,30.25,0
1017,1016,1.062069,49,19,3.5,4,9.0,86,0.0,30.25,0
1018,1017,0.751724,49,19,3.5,4,10.0,93,0.0,30.27,0
1019,1018,0.441379,49,19,3.5,4,8.0,86,6.0,30.26,0
1020,1019,0.131034,49,19,3.5,4,8.0,86,6.0,30.30,2312
1021,1020,0.179310,49,19,3.5,4,10.0,80,3.0,30.26,15975
1022,1021,0.489655,49,19,3.5,3,10.0,80,0.0,30.25,7508
1023,1022,0.800000,49,19,3.5,3,10.0,93,9.0,30.27,0
1024,1023,1.110345,49,19,3.5,4,10.0,90,0.0,30.29,0
1025,1024,1.058419,49,19,3.8,4,8.0,93,5.0,30.26,0
1026,1025,0.749141,49,19,3.8,4,4.0,93,5.0,30.27,0
1027,1026,0.439863,49,19,3.8,4,5.0,89,3.0,30.26,0
1028,1027,0.130584,49,19,3.8,4,5.0,86,3.0,30.29,8716
1029,1028,0.178694,49,19,3.8,1,5.0,80,0.0,30.23,20917
1030,1029,0.487973,49,19,3.8,1,6.0,77,0.0,30.19,7239
1031,1030,0.797251,49,19,3.8,0,9.0,86,6.0,30.17,0
1032,1031,1.106529,49,19,3.8,0,7.0,86,8.0,30.16,0
1033,1032,1.058319,48,19,3.8,2,5.0,89,7.0,30.15,0
1034,1033,0.749571,48,19,3.8,4,4.0,89,6.0,30.18,0
1035,1034,0.440823,48,19,3.8,4,4.0,93,3.0,30.19,0
1036,1035,0.132075,48,19,3.8,3,2.5,83,5.0,30.22,8436
1037,1036,0.176672,48,19,3.8,4,9.0,86,6.0,30.17,7129
1038,1037,0.485420,48,19,3.8,2,9.0,80,7.0,30.18,7093
1039,1038,0.794168,48,19,3.8,1,10.0,89,0.0,30.20,0
1040,1039,1.102916,48,19,3.8,0,8.0,89,0.0,30.22,0
1041,1040,1.056507,49,19,6.6,0,6.00,93,5.0,30.22,0
1042,1041,0.748288,49,19,6.6,4,2.00,96,6.0,30.24,0
1043,1042,0.440068,49,19,6.6,4,0.25,96,0.0,30.27,3
1044,1043,0.131849,49,19,6.6,1,5.00,96,7.0,30.30,12752
1045,1044,0.176370,49,19,6.6,1,10.00,51,13.0,30.26,23728
1046,1045,0.484589,49,19,6.6,1,10.00,39,6.0,30.26,8333
1047,1046,0.792808,49,19,6.6,1,10.00,45,10.0,30.32,0
1048,1047,1.101027,49,19,6.6,1,10.00,46,10.0,30.37,0
1049,1048,1.054701,56,19,6.9,1,10.00,53,10.0,30.39,0
1050,1049,0.747009,56,19,6.9,0,10.00,64,14.0,30.43,0
1051,1050,0.439316,56,19,6.9,0,10.0,61,5.0,30.47,3
1052,1051,0.131624,56,19,6.9,0,10.0,69,10.0,30.53,12646
1053,1052,0.176068,56,19,6.9,0,10.0,41,5.0,30.49,23280
1054,1053,0.483761,56,19,6.9,1,10.0,58,7.0,30.47,8262
1055,1054,0.791453,56,19,6.9,1,10.0,51,6.0,30.50,0
1056,1055,1.099145,56,19,6.9,0,10.0,77,5.0,30.52,0
1057,1056,1.054608,48,19,2.7,0,10.0,77,0.0,30.50,0
1058,1057,0.747440,48,19,2.7,0,10.0,77,6.0,30.49,0
1059,1058,0.440273,48,19,2.7,1,10.0,83,3.0,30.50,0
1060,1059,0.133106,48,19,2.7,1,10.0,77,3.0,30.51,12521
1061,1060,0.174061,48,19,2.7,2,10.0,77,5.0,30.43,22737
1062,1061,0.481229,48,19,2.7,3,10.0,72,5.0,30.35,7538
1063,1062,0.788396,48,19,2.7,2,10.0,51,3.0,30.32,0
1064,1063,1.095563,48,19,2.7,1,10.0,77,0.0,30.31,0
1065,1064,1.052811,59,19,9.5,1,10.0,71,0.0,30.29,0
1066,1065,0.746167,59,19,9.5,1,10.0,58,9.0,30.28,0
1067,1066,0.439523,59,19,9.5,2,10.0,48,8.0,30.29,128
1068,1067,0.132879,59,19,9.5,3,10.0,48,17.0,30.31,815
1069,1068,0.173765,59,19,9.5,2,10.0,50,13.0,30.27,0
1070,1069,0.480409,59,19,9.5,1,10.0,42,16.0,30.23,0
1071,1070,0.787053,59,19,9.5,0,10.0,52,9.0,30.25,0
1072,1071,1.093697,59,19,9.5,0,10.0,52,8.0,30.28,0
1073,1072,1.050934,61,19,5.3,0,10.0,64,7.0,30.30,0
1074,1073,0.745331,61,19,5.3,0,10.0,64,8.0,30.30,0
1075,1074,0.439728,61,19,5.3,0,10.0,80,9.0,30.30,0
1076,1075,0.134126,61,19,5.3,0,10.0,46,9.0,30.33,12826
1077,1076,0.171477,61,19,5.3,0,10.0,37,7.0,30.27,22992
1078,1077,0.477080,61,19,5.3,0,10.0,37,3.0,30.22,8465
1079,1078,0.782683,61,19,5.3,0,10.0,69,0.0,30.23,0
1080,1079,1.088285,61,19,5.3,0,10.0,57,0.0,30.24,0
1081,1080,1.049153,55,19,2.3,0,10.0,74,5.0,30.23,0
1082,1081,0.744068,55,19,2.3,0,10.0,86,0.0,30.22,0
1083,1082,0.438983,55,19,2.3,0,10.0,89,0.0,30.22,18
1084,1083,0.133898,55,19,2.3,1,10.0,80,3.0,30.24,12654
1085,1084,0.171186,55,19,2.3,3,9.0,78,6.0,30.17,22639
1086,1085,0.476271,55,19,2.3,2,10.0,40,3.0,30.14,8636
1087,1086,0.781356,55,19,2.3,3,10.0,55,0.0,30.15,0
1088,1087,1.086441,55,19,2.3,2,10.0,64,3.0,30.16,0
1089,1088,1.047377,56,19,3.2,1,10.0,77,0.0,30.15,0
1090,1089,0.742809,56,19,3.2,1,10.0,80,0.0,30.14,0
1091,1090,0.438240,56,19,3.2,1,10.0,83,5.0,30.15,15
1092,1091,0.133672,56,19,3.2,1,10.0,51,9.0,30.17,12969
1093,1092,0.170897,56,19,3.2,1,10.0,70,6.0,30.12,23144
1094,1093,0.475465,56,19,3.2,1,10.0,39,3.0,30.10,8684
1095,1094,0.780034,56,19,3.2,1,10.0,64,3.0,30.11,0
1096,1095,1.084602,56,19,3.2,0,10.0,59,3.0,30.15,0
1097,1096,1.045531,55,19,2.0,0,10.0,69,0.0,30.16,0
1098,1097,0.741990,55,19,2.0,0,10.0,77,0.0,30.19,0
1099,1098,0.438449,55,19,2.0,0,10.0,80,0.0,30.22,21
1100,1099,0.134907,55,19,2.0,0,10.0,72,7.0,30.27,12728
1101,1100,0.168634,55,19,2.0,0,10.0,65,3.0,30.21,23077
1102,1101,0.472175,55,19,2.0,0,10.0,56,0.0,30.19,3049
1103,1102,0.775717,55,19,2.0,0,10.0,55,0.0,30.20,0
1104,1103,1.079258,55,19,2.0,0,10.0,59,0.0,30.24,0
1105,1104,1.043771,52,19,1.1,0,10.0,71,0.0,30.24,0
1106,1105,0.740741,52,19,1.1,1,10.0,83,0.0,30.23,0
1107,1106,0.437710,52,19,1.1,0,10.0,89,0.0,30.23,189
1108,1107,0.134680,52,19,1.1,0,6.0,80,0.0,30.25,12474
1109,1108,0.168350,52,19,1.1,0,6.0,80,8.0,30.18,22482
1110,1109,0.471380,52,19,1.1,1,6.0,69,0.0,30.15,8277
1111,1110,0.774411,52,19,1.1,0,8.0,62,0.0,30.15,0
1112,1111,1.077441,52,19,1.1,0,8.0,77,0.0,30.19,0
1113,1112,1.042017,55,19,2.5,0,8.0,93,6.0,30.21,0
1114,1113,0.739496,55,19,2.5,0,8.0,89,0.0,30.23,0
1115,1114,0.436975,55,19,2.5,0,8.0,93,5.0,30.25,52
1116,1115,0.134454,55,19,2.5,0,4.0,72,8.0,30.29,12545
1117,1116,0.168067,55,19,2.5,0,5.0,54,3.0,30.26,23065
1118,1117,0.470588,55,19,2.5,0,6.0,42,0.0,30.25,8581
1119,1118,0.773109,55,19,2.5,0,10.0,58,0.0,30.25,0
1120,1119,1.075630,55,19,2.5,0,10.0,66,3.0,30.26,0
1121,1120,1.040201,55,19,1.9,0,10.0,80,0.0,30.25,0
1122,1121,0.738693,55,19,1.9,0,10.0,77,0.0,30.24,0
1123,1122,0.437186,55,19,1.9,0,10.0,77,0.0,30.24,23
1124,1123,0.135678,55,19,1.9,0,10.0,48,6.0,30.26,13489
1125,1124,0.165829,55,19,1.9,0,10.0,45,5.0,30.19,23615
1126,1125,0.467337,55,19,1.9,0,10.0,37,0.0,30.15,9129
1127,1126,0.768844,55,19,1.9,0,10.0,48,3.0,30.15,0
1128,1127,1.070352,55,19,1.9,0,10.0,67,3.0,30.16,0
1129,1128,1.038462,55,19,1.5,0,10.0,74,0.0,30.15,0
1130,1129,0.737458,55,19,1.5,0,10.0,77,0.0,30.15,0
1131,1130,0.436455,55,19,1.5,1,10.0,86,0.0,30.15,207
1132,1131,0.135452,55,19,1.5,1,10.0,55,3.0,30.17,13558
1133,1132,0.165552,55,19,1.5,1,10.0,37,3.0,30.09,23223
1134,1133,0.466555,55,19,1.5,2,10.0,52,5.0,30.04,8478
1135,1134,0.767559,55,19,1.5,1,10.0,50,0.0,30.04,0
1136,1135,1.068562,55,19,1.5,2,10.0,55,0.0,30.05,0
1137,1136,1.033278,55,19,2.4,2,10.0,83,0.0,30.04,0
1138,1137,0.733777,55,19,2.4,3,10.0,74,5.0,30.01,0
1139,1138,0.434276,55,19,2.4,3,10.0,77,3.0,29.99,0
1140,1139,0.134775,55,19,2.4,4,10.0,75,3.0,30.02,1488
1141,1140,0.164725,55,19,2.4,4,10.0,67,0.0,29.98,2059
1142,1141,0.464226,55,19,2.4,4,10.0,72,3.0,29.98,1216
1143,1142,0.763727,55,19,2.4,4,10.0,77,3.0,29.98,0
1144,1143,1.063228,55,19,2.4,4,10.0,83,7.0,30.00,0
1145,1144,1.031561,53,19,2.6,4,8.0,83,5.0,29.98,0
1146,1145,0.732558,53,19,2.6,4,4.0,93,0.0,29.98,0
1147,1146,0.433555,53,19,2.6,4,2.5,93,9.0,29.98,0
1148,1147,0.134551,53,19,2.6,4,4.0,96,0.0,30.02,120
1149,1148,0.164452,53,19,2.6,4,4.0,93,7.0,30.00,4956
1150,1149,0.463455,53,19,2.6,4,8.0,93,0.0,30.00,2298
1151,1150,0.762458,53,19,2.6,4,9.0,93,0.0,30.00,0
1152,1151,1.061462,53,19,2.6,4,10.0,86,3.0,30.01,0
1153,1152,1.029801,54,32,2.7,4,7.0,75,7.0,30.01,0
1154,1153,0.731788,54,32,2.7,4,5.0,93,3.0,30.02,0
1155,1154,0.433775,54,32,2.7,4,4.0,96,3.0,30.02,0
1156,1155,0.135762,54,32,2.7,4,6.0,96,0.0,30.05,2240
1157,1156,0.162252,54,32,2.7,4,1.5,96,0.0,30.03,4097
1158,1157,0.460265,54,32,2.7,4,3.0,96,0.0,30.02,1871
1159,1158,0.758278,54,32,2.7,4,4.0,96,0.0,30.04,0
1160,1159,1.056291,54,32,2.7,4,8.0,96,7.0,30.07,0
1161,1160,1.026403,52,27,10.0,4,5.0,96,8.0,30.09,0
1162,1161,0.729373,52,27,10.0,4,9.0,96,14.0,30.12,0
1163,1162,0.432343,52,27,10.0,4,10.0,90,10.0,30.14,0
1164,1163,0.135314,52,27,10.0,4,6.0,93,10.0,30.18,1483
1165,1164,0.161716,52,27,10.0,4,10.0,80,10.0,30.15,2273
1166,1165,0.458746,52,27,10.0,4,9.0,80,9.0,30.15,1717
1167,1166,0.755776,52,27,10.0,4,10.0,80,9.0,30.14,0
1168,1167,1.052805,52,27,10.0,4,10.0,69,13.0,30.17,0
